"score","a","b","doubtful","sex","length_cm","length_type","r2","sd_b","sd_log10_a","n","country","locality","species","family","length_cm_min","length_cm_max"
0.98,0.01724,3.071,NA,"unsexed","5.2- 19.4","TL",0.976,NA,NA,29,"Benin","Ouémé River Basin, 1999-2001","Sarotherodon melanotheron","Cichlidae",5.2,19.4
0.99,0.0273,3.26,NA,"unsexed","1.3- 22.1","TL",0.99,0.04,0.0212,79,"Hawaii","Hawaiian islands / 2012-2014","Sarotherodon melanotheron","Cichlidae",1.3,22.1
0.88,0.0367,2.73,"","unsexed","24.0- 42.9","TL",0.882,1.004,NA,143,"Portugal","off Algarve coast, 1998-00","Sarpa salpa","Sparidae",24,42.9
0.69,0.0287,2.778,"","female","24.6- 31.2","TL",0.693,1.93,NA,25,"Turkey","Gökceada Island (northern Aegean Sea), 2004-2067","Sarpa salpa","Sparidae",24.6,31.2
0,0.059,2.793,"yes","unsexed","","",NA,NA,NA,NA,"South Africa","Natal","Sarpa salpa","Sparidae",NA,NA
0.96,0.0189,2.894,"","mixed","15.6- 42.6","TL",0.96,NA,NA,NA,"Turkey","Izmir Bay, Aegean Sea, 2004-2005","Sarpa salpa","Sparidae",15.6,42.6
0,0.014,2.9,"yes","juvenile","8.9- 13.0","TL",0.958,NA,NA,39,"Egypt","off Alexandria, 1998","Sarpa salpa","Sparidae",8.9,13
0.98,0.01445,2.946,"","mixed","14.9- 25.1","TL",0.98,NA,NA,48,"Greece","Kyclades, 1997-98","Sarpa salpa","Sparidae",14.9,25.1
1,0.0134,2.978,"","mixed","10.6- 28.6","SL",0.998,NA,NA,25,"Spain","East coast, 1995","Sarpa salpa","Sparidae",10.6,28.6
0.92,0.0127,3.003,"","juvenile","3.5- 5.9","TL",0.92,NA,NA,138,"Spain","Mar Menor lagoon, 2002-2004","Sarpa salpa","Sparidae",3.5,5.9
0.98,0.0113,3.063,"","male","11.1- 30.8","TL",0.976,0.493,NA,39,"Turkey","Gökceada Island (northern Aegean Sea), 2004-2068","Sarpa salpa","Sparidae",11.1,30.8
0.98,0.01068,3.087,"","unsexed","22.6- 43.0","TL",0.98,NA,NA,46,"Portugal","Algarve, 1996-97","Sarpa salpa","Sparidae",22.6,43
0.98,0.0091,3.095,"","unsexed","15.8- 30.7","TL",0.982,0.612,0.8372,53,"Greece","Korinthiakos Gulf / 2008-2009","Sarpa salpa","Sparidae",15.8,30.7
0.97,0.0219,3.126,"","unsexed","13.9- 41.6","TL",0.974,NA,NA,437,"Croatia","Eastern Adriatic, 1991-94","Sarpa salpa","Sparidae",13.9,41.6
0.93,0.0087,3.127,"","unsexed","4.7- 8.2","TL",0.928,NA,NA,12,"Turkey","Candarli Bay, north Aegean Sea, 2006-2008","Sarpa salpa","Sparidae",4.7,8.2
0.98,0.0087,3.134,"","mixed","11.1- 31.2","TL",0.979,0.465,NA,80,"Turkey","Gökceada Island (northern Aegean Sea), 2004-2066","Sarpa salpa","Sparidae",11.1,31.2
1,0.00938,3.17,"","unsexed","4.1- 39.2","TL",0.996,0.032,0.0729,NA,"Portugal","Arade estuary, central Algarve, 2004-2007","Sarpa salpa","Sparidae",4.1,39.2
0.99,0.018,3.175,"","unsexed","1.9- 26.8","SL",0.994,NA,NA,238,"South Africa","estuaries, 1993-99","Sarpa salpa","Sparidae",1.9,26.8
0,0.0104,3.195,"yes","juvenile","7.9- 11.7","TL",0.996,NA,NA,10,"Greece","Strymon estuary, NW Aegean, 1997-1999","Sarpa salpa","Sparidae",7.9,11.7
0.93,0.0102,3.209,"","unsexed","14.0- 23.2","FL",0.929,0.904,NA,77,"Turkey","Gökova Bay, SE Aegean Sea, 2006","Sarpa salpa","Sparidae",14,23.2
0.93,0.0049,3.265,"","unsexed","12.5- 30.2","TL",0.93,NA,NA,77,"Croatia","River Cetina estuary, middle Adriatic, 2000-2004","Sarpa salpa","Sparidae",12.5,30.2
0.95,0.03669,2.989,NA,"unsexed","6.5- 18.4","SL",0.95,0.043,0.0489,238,"Brazil","Madiera River, Amazon /  2008-2011","Satanoperca jurupari","Cichlidae",6.5,18.4
0.98,0.0284,3.13,NA,"unsexed","5.9- 14.4","SL",0.98,NA,NA,153,"Brazil","Itaipu Reservoir, Paraná, 1983-89","Satanoperca jurupari","Cichlidae",5.9,14.4
1,0.0317,2.99,NA,"unsexed","2.3- 13.5","SL",0.996,0.07,0.0649,28,"French Guiana","2011-2012","Satanoperca rhynchitis","Cichlidae",2.3,13.5
0.84,0.0031,3.41,NA,"mixed","12.0- 20.0","TL",0.84,0.443,NA,106,"Kenya","Malindi-Ungwana Bay / 2009.","Satyrichthys laticeps","Peristediidae",12,20
0.5,0.00715,2.885,NA,"mixed","","TL",NA,NA,NA,NA,"Brazil","Southwestern EEZ of Brazil.","Saurida brasiliensis","Synodontidae",NA,NA
0.97,0.00484,3.04,NA,"unsexed","6.0- 11.6","TL",0.97,NA,NA,72,"Brazil","Southeastern region (São Sebastião System), São Paulo, 1997","Saurida brasiliensis","Synodontidae",6,11.6
0.5,0.00719,2.844,NA,"mixed",NA,"TL",NA,NA,NA,NA,"Brazil","Southwestern EEZ of Brazil.","Saurida caribbaea","Synodontidae",NA,NA
0.95,0.0147,2.89,NA,"unsexed","17.3- 37.0","SL",0.953,0.14,0.2083,147,"China","Beibu Gulf / 2006-2007","Saurida elongata","Synodontidae",17.3,37
0.92,0.0174,2.908,NA,"unsexed","14.0- 26.0","SL",0.922,NA,NA,NA,"China","Daya Bay, Guangdong, 1985-86","Saurida elongata","Synodontidae",14,26
0.96,0.0303,2.765,NA,"unsexed","17.0- 25.5","SL",0.964,0.338,0.444,14,"Philippines","Davao Gulf / 2009-2012","Saurida gracilis","Synodontidae",17,25.5
0.98,0.00657,3.165,NA,"mixed","4.8- 23.0","FL",0.982,NA,NA,95,"New Caledonia","","Saurida gracilis","Synodontidae",4.8,23
0.96,0.00621,3.178,NA,"unsexed","7.0- 21.2","FL",0.964,NA,NA,75,"New Caledonia","lagoon","Saurida gracilis","Synodontidae",7,21.2
0.99,0.0047,3.216,NA,"unsexed","5.1- 18.6","TL",0.992,NA,NA,17,"Réunion","","Saurida gracilis","Synodontidae",5.1,18.6
0.6,0.005,2.97,NA,"unsexed",NA,"TL",NA,NA,NA,1463,"Malaysia","Peninsular west coast","Saurida longimanus","Synodontidae",NA,NA
0.6,0.003,3.2,NA,"unsexed",NA,"TL",NA,NA,NA,4615,"Malaysia","Peninsular east coast, 1998","Saurida longimanus","Synodontidae",NA,NA
0.93,0.0034,3,NA,"male","","",0.927,NA,NA,NA,"Australia","Cleveland Bay, north Queensland, 1989","Saurida micropectoralis","Synodontidae",NA,NA
0.98,0.0069,3.07,NA,"unsexed","13.0- 42.0","FL",0.984,NA,NA,203,"Australia","Northern Territory, 1987-88","Saurida micropectoralis","Synodontidae",13,42
0.96,0.00628,3.103,NA,"female","","",0.96,NA,NA,NA,"Australia","Cleveland Bay, north Queensland, 1989","Saurida micropectoralis","Synodontidae",NA,NA
1,0.005,3.196,NA,"unsexed","7.0- 55.0","FL",0.998,NA,NA,NA,"Indonesia","Western region","Saurida micropectoralis","Synodontidae",7,55
0,0.024,3.15,"yes","unsexed","7.0- 14.1","FL",0.98,0.42,0.2564,7,"Hawaii","Hawaiian islands / 2012-2014","Saurida nebulosa","Synodontidae",7,14.1
0.99,0.00622,3.183,"","unsexed","8.0- 18.5","FL",0.99,NA,NA,12,"New Caledonia","","Saurida nebulosa","Synodontidae",8,18.5
0.99,0.00577,3.214,"","mixed","8.0- 18.5","FL",0.992,NA,NA,11,"New Caledonia","","Saurida nebulosa","Synodontidae",8,18.5
0.7,0.0512,2.56,NA,"unsexed","7.3- 26.0","SL",NA,NA,NA,12,"Colombia","Gulf of Salamanca, Caribbean, 1995-98","Saurida normani","Synodontidae",7.3,26
0.5,0.019,2.866,NA,"unsexed","","TL",NA,NA,NA,NA,"Bangladesh","Bay of Bengal","Saurida tumbil","Synodontidae",NA,NA
0.5,0.00716,3,NA,"unsexed","","",NA,NA,NA,NA,"Philippines","Visayas","Saurida tumbil","Synodontidae",NA,NA
1,0.0096,3.04,NA,"unsexed","5.5- 35.0","SL",0.999,0.04,0.058,8616,"China","Beibu Gulf / 2006-2007","Saurida tumbil","Synodontidae",5.5,35
0.6,0.00364,3.202,NA,"male","","",NA,NA,NA,807,"India","Visakhapatnam, 1964-66","Saurida tumbil","Synodontidae",NA,NA
0.5,0.00467,3.212,NA,"mixed","","FL",NA,NA,NA,NA,"Taiwan","southern East China Sea, 1974","Saurida tumbil","Synodontidae",NA,NA
0.6,0.003,3.29,NA,"unsexed","","TL",NA,NA,NA,3654,"Malaysia","Sarawak","Saurida tumbil","Synodontidae",NA,NA
0.6,0.00261,3.296,NA,"female","","",NA,NA,NA,490,"India","Visakhapatnam, 1964-66","Saurida tumbil","Synodontidae",NA,NA
0.6,0.002,3.34,NA,"unsexed","","TL",NA,NA,NA,863,"Malaysia","Peninsular west coast","Saurida tumbil","Synodontidae",NA,NA
0.6,0.002,3.36,NA,"unsexed","","TL",NA,NA,NA,1390,"Malaysia","Peninsular east coast, 1998","Saurida tumbil","Synodontidae",NA,NA
0.99,0.00266,3.396,NA,"female","11.2- 50.3","FL",0.988,NA,NA,1025,"Taiwan","southern East China Sea, 1993","Saurida tumbil","Synodontidae",11.2,50.3
0.98,0.00253,3.426,NA,"male","11.8- 39.6","FL",0.984,NA,NA,965,"Taiwan","southern East China Sea, 1993","Saurida tumbil","Synodontidae",11.8,39.6
0.94,0.0105,2.8,NA,"unsexed","12.8- 36.4","TL",0.94,0.711,NA,79,"Turkey","Iskenderun Bay, off Yumurtal?k, Adana, 2008-2009","Saurida undosquamis","Synodontidae",12.8,36.4
0.97,0.0112,2.85,NA,"unsexed","14.5- 48.8","TL",0.968,0.18,0.2513,38,"","East China Sea / 2009-2013","Saurida undosquamis","Synodontidae",14.5,48.8
0.92,0.0116,2.933,NA,"unsexed","6.5- 33.0","FL",0.924,NA,NA,893,"New Caledonia","","Saurida undosquamis","Synodontidae",6.5,33
0.99,0.0063,2.968,NA,"unsexed","8.2- 34.0","TL",0.988,0.331,NA,304,"Turkey","Iskenderun Bay / 2007-2008","Saurida undosquamis","Synodontidae",8.2,34
0.5,0.00906,2.99,NA,"unsexed","","FL",NA,NA,NA,NA,"South Africa","","Saurida undosquamis","Synodontidae",NA,NA
0.94,0.0116,2.994,NA,"female","","",0.935,NA,NA,NA,"Australia","Cleveland Bay, north Queensland, 1989","Saurida undosquamis","Synodontidae",NA,NA
0.5,0.00764,3,NA,"unsexed","","",NA,NA,NA,NA,"Philippines","Visayas","Saurida undosquamis","Synodontidae",NA,NA
0.5,0.01,3.03,NA,"unsexed","","",NA,NA,NA,NA,"Yemen","Gulf of Aden","Saurida undosquamis","Synodontidae",NA,NA
0.7,0.00581,3.031,NA,"unsexed","12.1- 32.5","TL",NA,NA,NA,312,"India","Visakhapatnam, 1964-66","Saurida undosquamis","Synodontidae",12.1,32.5
0.6,0.005,3.04,NA,"unsexed","","TL",NA,NA,NA,1415,"Malaysia","Sarawak","Saurida undosquamis","Synodontidae",NA,NA
0.6,0.006,3.05,NA,"unsexed","","TL",NA,NA,NA,5263,"Malaysia","Peninsular east coast, 1998","Saurida undosquamis","Synodontidae",NA,NA
0.99,0.0097,3.05,NA,"unsexed","7.8- 28.2","SL",0.994,0.11,0.1294,2958,"China","Beibu Gulf / 2006-2007","Saurida undosquamis","Synodontidae",7.8,28.2
0.94,0.0043,3.06,NA,"mixed","15.0- 35.0","TL",0.94,0.263,NA,120,"Kenya","Malindi-Ungwana Bay / 2009.","Saurida undosquamis","Synodontidae",15,35
0.92,0.00572,3.069,NA,"female","9.0- 24.0","TL",0.922,NA,NA,296,"India","off Visakhapatnam","Saurida undosquamis","Synodontidae",9,24
0.94,0.00752,3.07,NA,"male","","",0.937,NA,NA,NA,"Australia","Cleveland Bay, north Queensland, 1989","Saurida undosquamis","Synodontidae",NA,NA
0.99,0.00624,3.097,NA,"unsexed","11.5- 20.5","SL",0.988,NA,NA,NA,"China","Daya Bay, Guangdong, 1985-86","Saurida undosquamis","Synodontidae",11.5,20.5
0.95,0.0046,3.109,NA,"unsexed","19.6- 33.1","TL",0.951,0.716,NA,80,"Turkey","Gökova Bay, SE Aegean Sea, 2006","Saurida undosquamis","Synodontidae",19.6,33.1
0.88,0.00741,3.115,NA,"male","9.0- 24.0","TL",0.884,NA,NA,170,"India","off Visakhapatnam","Saurida undosquamis","Synodontidae",9,24
0.95,0.00629,3.134,NA,"mixed","6.5- 33.0","FL",0.953,NA,NA,932,"New Caledonia","","Saurida undosquamis","Synodontidae",6.5,33
0.6,0.004,3.15,NA,"unsexed","","TL",NA,NA,NA,4956,"Malaysia","Peninsular west coast","Saurida undosquamis","Synodontidae",NA,NA
0.96,0.0039,3.159,NA,"unsexed","10.6- 26.1","TL",0.96,0.897,NA,416,"Turkey","NE Mediterranean coast, 2001-2003","Saurida undosquamis","Synodontidae",10.6,26.1
0.97,0.0039,3.165,NA,"unsexed","5.0- 33.0","TL",0.968,0.026,NA,1801,"Turkey","Babadillimani Bight (northeastern Mediterranean), 1999-2000","Saurida undosquamis","Synodontidae",5,33
0.95,0.003,3.3,NA,"unsexed","5.0- 31.0","TL",0.953,NA,NA,465,"Egypt","off Alexandria, 1998","Saurida undosquamis","Synodontidae",5,31
0.96,0.0027,3.32,NA,"unsexed","7.0- 41.0","TL",0.96,NA,NA,NA,"Indonesia","Western region","Saurida undosquamis","Synodontidae",7,41
0,0.00535,3,NA,"unsexed","70.0- 72.0","TL",NA,NA,NA,2,"Japan","Chiba","Saurida wanieso","Synodontidae",70,72
0.99,0.013,2.716,NA,"unsexed","4.2- 15.9","TL",0.987,0.043,0.0312,221,"China","Yangtze River and Lake Taihu / 2012-2014","Saurogobio dabryi","Cyprinidae",4.2,15.9
0.99,0.00796,2.86,NA,"unsexed","7.7- 22.2","TL",0.99,0.11,0.1192,32,"China","Xiangjiang River / 2010","Saurogobio dabryi","Cyprinidae",7.7,22.2
0.95,0.0081,2.95,NA,"unsexed","11.0- 13.7","TL",0.953,0.16,0.1842,64,"China","Jinsha River / 2004-2013","Saurogobio dabryi","Cyprinidae",11,13.7
0.98,0.01,3.01,NA,"unsexed","8.9- 18.1","SL",0.981,0.07,0.0862,139,"China","Tian-e-zhou Oxbow, Yangtze River, Mar 2010-May 2011","Saurogobio dabryi","Cyprinidae",8.9,18.1
0.96,0.014,2.932,NA,"unsexed","6.2- 9.7","TL",0.96,0.143,0.1333,72,"China","Yangtze River and Lake Taihu / 2012-2014","Saurogobio gymnocheilus","Cyprinidae",6.2,9.7
0.96,0.0074,3.14,NA,"unsexed","7.0- 14.1","SL",0.963,0.33,0.3378,32,"China","Wujiang River / 2006-2014","Saurogobio gymnocheilus","Cyprinidae",7,14.1
0.98,0.00393,3.16,NA,"unsexed","8.0- 14.2","TL",0.976,0.14,0.126,72,"China","Xiangjiang River / 2010","Saurogobio gymnocheilus","Cyprinidae",8,14.2
0.5,0.0023,3.758,NA,"unsexed",NA,NA,NA,NA,NA,NA,"USA",NA,"Scaphirhynchus albus","Acipenseridae",NA,NA
0,0.00488,3,NA,"unsexed","100.0- 100.0","TL",NA,NA,NA,1,NA,NA,"Scaphirhynchus platorynchus","Acipenseridae",100,100
0.95,0.0172,2.863,NA,"unsexed","11.9- 32.0","TL",0.949,NA,NA,348,"Laos","Mekong mainstream","Scaphognathops bandanensis","Cyprinidae",11.9,32
0.97,0.0205,2.843,NA,"unsexed","13.0- 27.6","TL",0.971,NA,NA,133,"Laos","Mekong mainstream","Scaphognathops stejnegeri","Cyprinidae",13,27.6
0.99,0.0049,3.26,NA,"male","- 31.7","FL",0.99,NA,NA,68,"Greece","Lake Trichonis (1991-1992)","Scardinius acarnanicus","Cyprinidae",NA,31.7
0.99,0.0043,3.31,NA,"mixed","- 31.7","FL",0.99,NA,NA,135,"Greece","Lake Trichonis (1991-1992)","Scardinius acarnanicus","Cyprinidae",NA,31.7
0.98,0.0041,3.33,NA,"female","- 35.4","FL",0.98,NA,NA,291,"Greece","Lake Lysimachia (1991-1992)","Scardinius acarnanicus","Cyprinidae",NA,35.4
0.96,0.0039,3.34,NA,"mixed","- 35.4","FL",0.96,NA,NA,485,"Greece","Lake Lysimachia (1991-1992)","Scardinius acarnanicus","Cyprinidae",NA,35.4
0.9,0.0036,3.36,NA,"male","- 35.4","FL",0.9,NA,NA,194,"Greece","Lake Lysimachia (1991-1992)","Scardinius acarnanicus","Cyprinidae",NA,35.4
0.93,0.013,2.943,NA,"unsexed","10.8- 14.3","TL",0.928,0.011,0.0458,20,"Turkey","Lake Karagöl, Elmal?, Antalya, 1996-2008","Scardinius elmaliensis","Cyprinidae",10.8,14.3
0.5,0.0369,2.705,NA,"unsexed","","SL",NA,NA,NA,NA,"","Velká Arizomava","Scardinius erythrophthalmus","Cyprinidae",NA,NA
0.99,0.0116,3.02,NA,"unsexed","7.2- 29.1","TL",0.989,0.033,NA,278,"Turkey","Lake Sapanca, Marmara, Jan. 2002-May 2010","Scardinius erythrophthalmus","Cyprinidae",7.2,29.1
0.96,0.0183,3.121,NA,"mixed","16.0- 30.0","FL",0.956,NA,NA,NA,"Russia","Volga estuary/1975-1984","Scardinius erythrophthalmus","Cyprinidae",16,30
0.5,0.0121,3.188,NA,"unsexed","","SL",NA,NA,NA,NA,"","Malá Arizomava","Scardinius erythrophthalmus","Cyprinidae",NA,NA
0.99,0.0078,3.21,NA,"unsexed","7.8- 22.9","TL",0.992,0.013,NA,19,"Turkey","Büyükçekmece Dam, Marmara region, 1995 (May-Oct.)","Scardinius erythrophthalmus","Cyprinidae",7.8,22.9
0.99,0.006,3.265,NA,"unsexed","1.9- 39.0","TL",0.99,0.007,0.0147,9507,"Belgium","Flanders (Yser, Scheldt and Meuse drainage basin), 1992-2009","Scardinius erythrophthalmus","Cyprinidae",1.9,39
0.99,0.0059,3.28,NA,"unsexed","6.7- 29.0","TL",0.991,0.029,NA,813,"Turkey","Ömerli Dam, Marmara, 2002-2004","Scardinius erythrophthalmus","Cyprinidae",6.7,29
0.98,0.0035,3.45,NA,"unsexed","12.8- 23.6","TL",0.981,0.015,NA,24,"Turkey","Terkos Dam, Marmara, 2000-2002","Scardinius erythrophthalmus","Cyprinidae",12.8,23.6
0.98,0.003,3.459,NA,"mixed","10.4- 23.5","TL",0.98,NA,NA,41,"Spain","Ter River, Gerona, 1993-96 (summer)","Scardinius erythrophthalmus","Cyprinidae",10.4,23.5
0.98,0.0036,3.48,NA,"unsexed","10.6- 21.1","TL",0.98,0.494,NA,75,"Macedonia","Lake Volvi, 1995-96","Scardinius erythrophthalmus","Cyprinidae",10.6,21.1
0.99,0.0051,3.31,NA,"unsexed","9.9- 39.0","TL",0.989,0.11,NA,95,"Bosnia Herzegov.","Hutuvo Blato, Neretva River, 2007","Scardinius plotizza","Cyprinidae",9.9,39
0.97,0.01802,2.62,NA,"unsexed","3.3- 8.1","SL",0.968,NA,NA,97,"Malaysia","Selangor, 1999-2000","Scartelaos histophorus","Gobiidae",3.3,8.1
0.92,0.0281,2.414,NA,"unsexed","2.2- 7.3","TL",0.92,0.748,0.376,16,"USA","Southern Florida","Scartella cristata","Blenniidae",2.2,7.3
0.99,0.00812,3.27,NA,"unsexed","2.1- 6.8","TL",0.994,0.12,NA,17,"Brazil","Praia dos Castelhanos, Espírito Santo, 2005-07","Scartella cristata","Blenniidae",2.1,6.8
0.86,0.0191,2.736,NA,"unsexed","5.5- 19.0","TL",0.86,11.438,NA,126,"Chile","Northern and central coast of Chile/ 2004-2005; 2012-2013.","Scartichthys viridis","Blenniidae",5.5,19
0.99,0.0233,2.98,NA,"unsexed","","",0.992,NA,NA,NA,"Micronesia","Woleai Atoll, Yap State, 1991","Scarus altipinnis","Scaridae",NA,NA
0.99,0.0188,3.026,NA,"unsexed","15.5- 44.5","FL",0.99,NA,NA,11,"New Caledonia","","Scarus altipinnis","Scaridae",15.5,44.5
0.99,0.0184,3.029,NA,"mixed","11.0- 44.5","FL",0.994,NA,NA,19,"New Caledonia","","Scarus altipinnis","Scaridae",11,44.5
0.7,0.0201,3.02,NA,"unsexed","39.0- 69.0","FL",NA,NA,NA,41,"Cuba","Southwest Zone","Scarus coelestinus","Scaridae",39,69
1,0.0153,3.062,NA,"unsexed","54.0- 54.0","TL",1,0,0,1,"USA","Southern Florida","Scarus coelestinus","Scaridae",54,54
0.99,0.0124,3.111,NA,"unsexed","10.3- 61.0","TL",0.99,0.325,0.2169,15,"USA","Southern Florida","Scarus coeruleus","Scaridae",10.3,61
0.97,0.0278,3.049,NA,"unsexed","10.0- 26.5","SL",0.973,0.218,0.2594,25,"Philippines","Davao Gulf / 2009-2012","Scarus dimidiatus","Scaridae",10,26.5
0,0.02808,3,"","unsexed","14.5- 23.5","SL",NA,NA,NA,3,NA,NA,"Scarus dubius","Scaridae",14.5,23.5
0,0.00217,3.75,"yes","unsexed","16.5- 26.0","TL",1,NA,NA,3,NA,NA,"Scarus dubius","Scaridae",16.5,26
0,0.01868,3,NA,"unsexed","34.5- 39.5","TL",NA,NA,NA,2,NA,NA,"Scarus ferrugineus","Scaridae",34.5,39.5
0,0.0295,3,NA,"unsexed","30.0- 33.5","SL",NA,NA,NA,2,NA,NA,"Scarus ferrugineus","Scaridae",30,33.5
0.99,0.032,3.06,NA,"mixed","10.6- 29.5","SL",0.99,NA,NA,45,"Australia","Lizard Is. (14°40'S, 145°28'E) and Outer Barrier Reefs","Scarus frenatus","Scaridae",10.6,29.5
0.88,0.0233,2.919,NA,"unsexed","10.2- 27.5","TL",0.88,NA,NA,40,"India","Lakshadweep lagoons, 1993-97","Scarus ghobban","Scaridae",10.2,27.5
1,0.0299,3.023,NA,"unsexed","2.6- 46.0","SL",0.995,0.063,0.0691,46,"Philippines","Davao Gulf / 2009-2012","Scarus ghobban","Scaridae",2.6,46
0.99,0.0165,3.041,NA,"mixed","6.0- 49.5","FL",0.994,NA,NA,247,"New Caledonia","","Scarus ghobban","Scaridae",6,49.5
0.92,0.0169,3.049,NA,"unsexed","6.8- 49.5","FL",0.918,NA,NA,218,"New Caledonia","lagoon","Scarus ghobban","Scaridae",6.8,49.5
0,0.0155,3,NA,"unsexed","34.2- 34.2","TL",NA,NA,NA,1,NA,NA,"Scarus globiceps","Scaridae",34.2,34.2
0,0.02981,3,NA,"unsexed","","SL",NA,NA,NA,1,NA,NA,"Scarus globiceps","Scaridae",NA,NA
0.7,0.0352,2.88,NA,"unsexed","39.0- 85.0","FL",NA,NA,NA,29,"Cuba","Southwest Zone","Scarus guacamaia","Scaridae",39,85
0.99,0.0155,3.063,NA,"unsexed","12.8- 48.4","TL",0.99,0.342,0.1824,11,"USA","Southern Florida","Scarus guacamaia","Scaridae",12.8,48.4
0.5,0.0122,3.07,NA,"unsexed","","",NA,NA,NA,NA,"Cuba","Northeast Zone","Scarus guacamaia","Scaridae",NA,NA
0.98,0.0199,2.947,NA,"unsexed","32.5- 66.0","TL",0.976,0.188,NA,27,"Cape Verde","Cape Verde Archipelago / 2008-2013","Scarus hoefleri","Scaridae",32.5,66
0.7,0.0173,2.92,NA,"unsexed","4.0- 11.0","FL",NA,NA,NA,99,"Cuba","Southwest Zone","Scarus iseri","Scaridae",4,11
0.7,0.0166,3.02,NA,"unsexed","8.5- 19.5","FL",NA,NA,NA,78,"Jamaica","","Scarus iseri","Scaridae",8.5,19.5
0.98,0.0158,3.052,NA,"mixed","2.0- 9.0","TL",0.979,0.442,NA,541,"","Grand Cul-de-Sac Marin Bay (Guadelopue) and Bay of Fort-de-France (Martinique)","Scarus iseri","Scaridae",2,9
1,0.0147,3.055,NA,"unsexed","2.4- 9.6","TL",1,0.167,0.09,7,"USA","Southern Florida","Scarus iseri","Scaridae",2.4,9.6
0.99,0.0316,3.09,NA,"mixed","11.2- 27.8","SL",0.992,NA,NA,60,"Australia","Lizard Is. (14°40'S, 145°28'E) and Outer Barrier Reefs","Scarus niger","Scaridae",11.2,27.8
0.99,0.0142,3.14,NA,"unsexed","15.0- 43.0","FL",0.994,NA,NA,13,"New Caledonia","","Scarus niger","Scaridae",15,43
0.99,0.01335,3.16,NA,"mixed","15.0- 43.0","FL",0.994,NA,NA,13,"New Caledonia","","Scarus niger","Scaridae",15,43
0.99,0.0142,3.338,NA,"unsexed","11.0- 26.0","SL",0.987,0.223,0.2715,18,"Philippines","Davao Gulf / 2009-2012","Scarus niger","Scaridae",11,26
0,0.018,3,NA,"unsexed","20.8- 20.8","TL",NA,NA,NA,1,NA,NA,"Scarus oviceps","Scaridae",20.8,20.8
0,0.02778,3,NA,"unsexed","","SL",NA,NA,NA,1,NA,NA,"Scarus oviceps","Scaridae",NA,NA
0.98,0.0483,2.9,NA,"mixed","10.4- 19.3","SL",0.98,NA,NA,40,"Australia","Lizard Is. (14°40'S, 145°28'E)","Scarus psittacus","Scaridae",10.4,19.3
0.9,0.0258,2.903,NA,"unsexed","4.3- 22.6","TL",0.901,NA,NA,2149,"India","Lakshadweep lagoons, 1993-97","Scarus psittacus","Scaridae",4.3,22.6
0.98,0.0222,2.982,NA,"unsexed","6.1- 15.0","FL",0.98,NA,NA,13,"New Caledonia","","Scarus psittacus","Scaridae",6.1,15
0.7,0.0393,3.005,NA,"unsexed","4.6- 31.3","FL",NA,NA,NA,99,"Australia","Great Barrier Reef","Scarus psittacus","Scaridae",4.6,31.3
0.99,0.0114,3.163,NA,"unsexed","","",0.99,NA,NA,NA,"Micronesia","Woleai Atoll, Yap State, 1991","Scarus psittacus","Scaridae",NA,NA
0.94,0.01045,3.319,NA,"mixed","6.1- 15.0","FL",0.941,NA,NA,21,"New Caledonia","","Scarus psittacus","Scaridae",6.1,15
0.93,0.0565,2.818,NA,"unsexed","13.5- 23.5","SL",0.926,0.281,0.3594,35,"Philippines","Davao Gulf / 2009-2012","Scarus quoyi","Scaridae",13.5,23.5
1,0.0184,3.058,NA,"unsexed","12.5- 41.5","TL",0.996,NA,NA,16,"New Caledonia","lagoon","Scarus rivulatus","Scaridae",12.5,41.5
1,0.01745,3.074,NA,"mixed","5.0- 41.5","FL",0.998,NA,NA,37,"New Caledonia","","Scarus rivulatus","Scaridae",5,41.5
0.98,0.0239,3.14,NA,"mixed","1.8- 29.0","SL",0.982,NA,NA,374,"Australia","Lizard Is. (14°40'S, 145°28'E) and Outer Barrier Reefs","Scarus rivulatus","Scaridae",1.8,29
0.99,0.0221,3.151,NA,"unsexed","11.0- 28.0","SL",0.987,0.153,0.186,26,"Philippines","Davao Gulf / 2009-2012","Scarus rivulatus","Scaridae",11,28
0.99,0.0136,3.109,NA,"unsexed","","",0.994,NA,NA,NA,"Micronesia","Woleai Atoll, Yap State, 1991","Scarus rubroviolaceus","Scaridae",NA,NA
0.98,0.0147,3.27,NA,"unsexed","14.5- 31.0","SL",0.984,0.313,0.443,11,"Philippines","Davao Gulf / 2009-2012","Scarus rubroviolaceus","Scaridae",14.5,31
0.88,0.0278,2.857,NA,"unsexed","9.8- 21.1","TL",0.88,NA,NA,58,"India","Lakshadweep lagoons, 1993-97","Scarus scaber","Scaridae",9.8,21.1
0.96,0.0309,2.87,NA,"unsexed","4.5- 37.0","TL",0.964,NA,NA,68,"New Caledonia","lagoon","Scarus schlegeli","Scaridae",4.5,37
0.97,0.02306,2.969,NA,"mixed","4.5- 37.0","FL",0.966,NA,NA,75,"New Caledonia","","Scarus schlegeli","Scaridae",4.5,37
0.99,0.0245,3.12,NA,"mixed","2.2- 24.8","SL",0.992,NA,NA,384,"Australia","Lizard Is. (14°40'S, 145°28'E)","Scarus schlegeli","Scaridae",2.2,24.8
